Indicator,Time Period,Parent Code,Parent Name,Area Code,Area Name,Value,Lower CI,Upper CI,Count,Denominator,Sex,Age,Note
Under 75 mortality rate: cardiovascular,2007 - 09,,,E12000003,Yorkshire and the Humber region,102.99,101.20,104.80,12719.70,14393144.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2007 - 09,,,E12000004,East Midlands region,93.32,91.49,95.17,10046.61,12280806.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2007 - 09,,,E12000005,West Midlands region,97.46,95.77,99.18,12737.01,15201924.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2007 - 09,,,E12000006,East of England region,80.24,78.75,81.75,11142.82,15700504.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2007 - 09,,,E12000007,London region,98.90,97.21,100.61,13630.25,22177225.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2007 - 09,,,E12000008,South East region,78.06,76.83,79.30,15593.45,23192354.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2007 - 09,,,E12000009,South West region,77.62,76.13,79.13,10450.47,14131785.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2008 - 10,,,E12000001,North East region,99.11,96.69,101.57,6448.69,7113354.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2008 - 10,,,E12000002,North West region,108.21,106.65,109.80,18340.44,19368321.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2008 - 10,,,E12000003,Yorkshire and the Humber region,99.35,97.61,101.12,12449.31,14470564.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2008 - 10,,,E12000004,East Midlands region,89.65,87.88,91.44,9865.85,12369862.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2008 - 10,,,E12000005,West Midlands region,92.01,90.39,93.67,12246.20,15300440.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2008 - 10,,,E12000006,East of England region,77.80,76.35,79.28,10999.64,15831069.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2008 - 10,,,E12000007,London region,93.47,91.84,95.11,13146.71,22538974.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2008 - 10,,,E12000008,South East region,73.91,72.73,75.11,15067.27,23391280.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2008 - 10,,,E12000009,South West region,73.64,72.20,75.09,10097.75,14209026.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2009 - 11,,,E12000001,North East region,94.99,92.64,97.38,6245.48,7132468.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2009 - 11,,,E12000002,North West region,102.33,100.82,103.87,17528.93,19445212.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2009 - 11,,,E12000003,Yorkshire and the Humber region,94.30,92.61,96.02,11961.75,14543842.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2009 - 11,,,E12000004,East Midlands region,85.92,84.20,87.66,9622.59,12451100.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2009 - 11,,,E12000005,West Midlands region,87.30,85.73,88.90,11795.11,15394090.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2009 - 11,,,E12000006,East of England region,74.63,73.22,76.07,10700.02,15959682.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2009 - 11,,,E12000007,London region,86.45,84.90,88.02,12382.49,22920250.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2009 - 11,,,E12000008,South East region,70.77,69.62,71.93,14670.12,23586403.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2009 - 11,,,E12000009,South West region,69.85,68.46,71.25,9728.82,14289796.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2010 - 12,,,E12000001,North East region,91.95,89.65,94.29,6107.12,7149156.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2010 - 12,,,E12000002,North West region,97.29,95.83,98.78,16888.67,19517796.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2010 - 12,,,E12000003,Yorkshire and the Humber region,90.95,89.30,92.62,11677.36,14617837.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2010 - 12,,,E12000004,East Midlands region,82.23,80.56,83.92,9363.12,12528756.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2010 - 12,,,E12000005,West Midlands region,83.84,82.31,85.40,11473.39,15484571.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2010 - 12,,,E12000006,East of England region,72.28,70.90,73.68,10529.51,16086704.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2010 - 12,,,E12000007,London region,82.74,81.23,84.26,12043.23,23269826.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2010 - 12,,,E12000008,South East region,68.31,67.20,69.44,14409.10,23783394.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2010 - 12,,,E12000009,South West region,67.63,66.28,69.01,9583.92,14382645.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2011 - 13,,,E12000001,North East region,88.43,86.19,90.72,5931.14,7162462.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2011 - 13,,,E12000002,North West region,92.38,90.96,93.82,16246.30,19574765.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2011 - 13,,,E12000003,Yorkshire and the Humber region,86.90,85.30,88.53,11310.39,14681005.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2011 - 13,,,E12000004,East Midlands region,79.64,78.01,81.29,9229.22,12601094.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2011 - 13,,,E12000005,West Midlands region,81.67,80.16,83.19,11318.07,15568626.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2011 - 13,,,E12000006,East of England region,69.57,68.22,70.93,10325.31,16204389.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2011 - 13,,,E12000007,London region,79.71,78.24,81.20,11771.54,23604893.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2011 - 13,,,E12000008,South East region,66.03,64.94,67.13,14195.68,23960278.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2011 - 13,,,E12000009,South West region,66.82,65.49,68.17,9642.41,14478083.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2012 - 14,,,E12000001,North East region,85.91,83.72,88.16,5841.74,7172578.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2012 - 14,,,E12000002,North West region,89.84,88.45,91.24,16051.32,19622499.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2012 - 14,,,E12000003,Yorkshire and the Humber region,84.68,83.11,86.27,11201.57,14730741.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2012 - 14,,,E12000004,East Midlands region,76.74,75.16,78.34,9096.42,12679103.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2012 - 14,,,E12000005,West Midlands region,79.62,78.15,81.11,11222.66,15645977.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2012 - 14,,,E12000006,East of England region,67.38,66.08,68.71,10234.57,16328415.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2012 - 14,,,E12000007,London region,78.74,77.30,80.21,11857.20,23914367.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2012 - 14,,,E12000008,South East region,64.05,62.99,65.12,14101.97,24138625.00,Persons,<75 yrs,
Under 75 mortality rate: cardiovascular,2012 - 14,,,E12000009,South West region,65.26,63.96,66.58,9632.66,14575400.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2002 - 04,,,E12000001,North East region,192.10,188.66,195.58,11945.00,7044726.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2002 - 04,,,E12000002,North West region,184.22,182.12,186.34,29571.00,18921322.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2002 - 04,,,E12000003,Yorkshire and the Humber region,176.33,173.93,178.76,20704.00,13945410.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2002 - 04,,,E12000004,East Midlands region,164.03,161.53,166.56,16522.00,11794687.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2002 - 04,,,E12000005,West Midlands region,167.90,165.64,170.20,21034.00,14771590.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2002 - 04,,,E12000006,East of England region,154.43,152.30,156.59,20166.00,15111353.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2002 - 04,,,E12000007,London region,164.03,161.84,166.23,22145.00,20939045.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2002 - 04,,,E12000008,South East region,154.92,153.14,156.72,29179.00,22313593.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2002 - 04,,,E12000009,South West region,153.35,151.20,155.52,19486.00,13623712.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2003 - 05,,,E12000001,North East region,187.49,184.11,190.93,11719.00,7046114.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2003 - 05,,,E12000002,North West region,181.43,179.35,183.53,29330.00,18997327.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2003 - 05,,,E12000003,Yorkshire and the Humber region,170.55,168.20,172.93,20239.00,14047233.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2003 - 05,,,E12000004,East Midlands region,161.25,158.78,163.74,16454.00,11890479.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2003 - 05,,,E12000005,West Midlands region,164.84,162.60,167.11,20810.00,14839327.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2003 - 05,,,E12000006,East of England region,151.37,149.27,153.49,20033.00,15221996.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2003 - 05,,,E12000007,London region,159.64,157.48,161.81,21578.00,21086304.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2003 - 05,,,E12000008,South East region,151.98,150.22,153.75,28938.00,22454638.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2003 - 05,,,E12000009,South West region,149.96,147.84,152.10,19247.00,13721149.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2004 - 06,,,E12000001,North East region,186.67,183.29,190.09,11713.00,7051366.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2004 - 06,,,E12000002,North West region,178.69,176.64,180.77,29080.00,19071981.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2004 - 06,,,E12000003,Yorkshire and the Humber region,167.03,164.71,169.37,19998.00,14145735.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2004 - 06,,,E12000004,East Midlands region,157.56,155.13,160.01,16277.00,11989333.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2004 - 06,,,E12000005,West Midlands region,162.55,160.34,164.79,20675.00,14915095.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2004 - 06,,,E12000006,East of England region,148.20,146.13,150.28,19822.00,15333139.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2004 - 06,,,E12000007,London region,156.57,154.43,158.72,21211.00,21289889.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2004 - 06,,,E12000008,South East region,149.99,148.26,151.74,28857.00,22614578.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2004 - 06,,,E12000009,South West region,147.62,145.53,149.73,19146.00,13819502.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2005 - 07,,,E12000001,North East region,184.48,181.13,187.87,11632.00,7064966.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2005 - 07,,,E12000002,North West region,176.62,174.58,178.68,28963.00,19145982.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2005 - 07,,,E12000003,Yorkshire and the Humber region,165.17,162.88,167.49,19993.00,14235522.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2005 - 07,,,E12000004,East Midlands region,156.50,154.10,158.93,16392.00,12089087.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2005 - 07,,,E12000005,West Midlands region,161.32,159.13,163.55,20709.00,15004271.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2005 - 07,,,E12000006,East of England region,146.22,144.18,148.28,19813.00,15455052.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2005 - 07,,,E12000007,London region,152.71,150.60,154.84,20785.00,21547015.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2005 - 07,,,E12000008,South East region,147.29,145.58,149.01,28702.00,22804561.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2005 - 07,,,E12000009,South West region,144.94,142.88,147.02,19032.00,13935267.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2006 - 08,,,E12000001,North East region,184.13,180.80,187.51,11704.00,7079276.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2006 - 08,,,E12000002,North West region,173.52,171.51,175.55,28731.00,19220796.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2006 - 08,,,E12000003,Yorkshire and the Humber region,164.24,161.97,166.54,20107.00,14314511.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2006 - 08,,,E12000004,East Midlands region,155.14,152.77,157.54,16526.00,12187805.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2006 - 08,,,E12000005,West Midlands region,159.10,156.93,161.29,20647.00,15103694.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2006 - 08,,,E12000006,East of England region,144.99,142.97,147.03,19933.00,15577612.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2006 - 08,,,E12000007,London region,149.47,147.39,151.57,20507.00,21836408.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2006 - 08,,,E12000008,South East region,144.74,143.06,146.44,28662.00,22999022.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2006 - 08,,,E12000009,South West region,142.93,140.90,144.98,19066.00,14038147.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2007 - 09,,,E12000001,North East region,180.74,177.46,184.07,11621.00,7095650.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2007 - 09,,,E12000002,North West region,170.59,168.61,172.59,28614.00,19292789.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2007 - 09,,,E12000003,Yorkshire and the Humber region,161.58,159.34,163.84,20078.00,14393144.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2007 - 09,,,E12000004,East Midlands region,153.81,151.47,156.18,16699.00,12280806.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2007 - 09,,,E12000005,West Midlands region,156.31,154.17,158.47,20597.00,15201924.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2007 - 09,,,E12000006,East of England region,143.72,141.73,145.73,20121.00,15700504.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2007 - 09,,,E12000007,London region,147.13,145.08,149.20,20417.00,22177225.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2007 - 09,,,E12000008,South East region,142.11,140.46,143.78,28668.00,23192354.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2007 - 09,,,E12000009,South West region,140.46,138.47,142.48,19066.00,14131785.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2008 - 10,,,E12000001,North East region,176.29,173.07,179.56,11474.00,7113354.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2008 - 10,,,E12000002,North West region,167.82,165.87,169.78,28539.00,19368321.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2008 - 10,,,E12000003,Yorkshire and the Humber region,159.12,156.92,161.35,20038.00,14470564.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2008 - 10,,,E12000004,East Midlands region,151.37,149.08,153.70,16770.00,12369862.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2008 - 10,,,E12000005,West Midlands region,153.14,151.04,155.26,20484.00,15300440.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2008 - 10,,,E12000006,East of England region,140.74,138.79,142.71,20062.00,15831069.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2008 - 10,,,E12000007,London region,144.03,142.02,146.07,20292.00,22538974.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2008 - 10,,,E12000008,South East region,139.98,138.35,141.61,28788.00,23391280.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2008 - 10,,,E12000009,South West region,139.44,137.47,141.43,19251.00,14209026.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2009 - 11,,,E12000001,North East region,173.09,169.92,176.31,11394.00,7132468.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2009 - 11,,,E12000002,North West region,165.03,163.11,166.97,28423.00,19445212.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2009 - 11,,,E12000003,Yorkshire and the Humber region,158.32,156.13,160.53,20180.00,14543842.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2009 - 11,,,E12000004,East Midlands region,148.48,146.23,150.76,16734.00,12451100.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2009 - 11,,,E12000005,West Midlands region,151.04,148.97,153.13,20505.00,15394090.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2009 - 11,,,E12000006,East of England region,138.06,136.15,140.00,19968.00,15959682.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2009 - 11,,,E12000007,London region,142.15,140.16,144.16,20313.00,22920250.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2009 - 11,,,E12000008,South East region,138.01,136.41,139.62,28881.00,23586403.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2009 - 11,,,E12000009,South West region,138.38,136.44,140.35,19413.00,14289796.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2010 - 12,,,E12000001,North East region,171.38,168.24,174.57,11414.00,7149156.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2010 - 12,,,E12000002,North West region,162.47,160.58,164.38,28376.00,19517796.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2010 - 12,,,E12000003,Yorkshire and the Humber region,157.41,155.25,159.60,20317.00,14617837.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2010 - 12,,,E12000004,East Midlands region,147.19,144.97,149.44,16871.00,12528756.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2010 - 12,,,E12000005,West Midlands region,148.81,146.77,150.87,20461.00,15484571.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2010 - 12,,,E12000006,East of England region,136.33,134.44,138.24,20048.00,16086704.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2010 - 12,,,E12000007,London region,139.14,137.19,141.12,20251.00,23269826.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2010 - 12,,,E12000008,South East region,136.05,134.48,137.63,28987.00,23783394.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2010 - 12,,,E12000009,South West region,136.80,134.88,138.74,19525.00,14382645.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2011 - 13,,,E12000001,North East region,169.53,166.42,172.68,11424.00,7162462.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2011 - 13,,,E12000002,North West region,159.79,157.93,161.67,28296.00,19574765.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2011 - 13,,,E12000003,Yorkshire and the Humber region,155.02,152.88,157.17,20282.00,14681005.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2011 - 13,,,E12000004,East Midlands region,143.78,141.60,145.98,16790.00,12601094.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2011 - 13,,,E12000005,West Midlands region,147.75,145.73,149.79,20588.00,15568626.00,Persons,<75 yrs,
Under 75 mortality rate: cancer,2011 - 13,,,E12000006,East of England region,136.03,134.16,137.92,20378.00,16204389.00,Persons,<75 yrs,
